126:127C,127N:128N,127N:127C,126:128N,126:128C,127N:129C,127N:128C,126:129N,128C:129C,129N:130N,129N:129C,128C:130N,accession_number,numPepsUnique,accession_numbers,entry_name,FBgn,flybase,plasma membrane,membrane,cytosol,nucleus,mitochondria
1.4835,1.107,1.4735,1.265,0.328,0.974,0.216,0.3695,0.64,0.598,0.695,0.602,Q24488,6,Q24488,Tyrosine-protein kinase transmembrane receptor Ror,FBgn0010407,Ror,0,1,0,0,0
1.6135,1.227,1.6175,1.343,0.965,1.31,0.866,0.6645,0.361,0.538,0.693,0.288,A8DZ27,3,A8DZ27|A8DZ28|Q6IIX0|Q29QY9,"Dpr7, isoform F",FBgn0053481,dpr7,1,1,0,0,0
1.3025,0.995,1.1355,1.181,0.509,1.128,0.368,0.3795,0.647,0.498,0.693,0.395,Q9VS29-5,53,Q9VS29-5|E1JI61|Q9VS29-4|E1JI62|Q9VS29-6|Q9VS29|C4IXW9|C4IXW7|Q9VS29-7|Q9VS29-3|A4IJ57|Q9VS29-2|Q058U7|F0JAU0,Isoform H of Down syndrome cell adhesion molecule-like protein Dscam2,FBgn0265296,Dscam2,1,1,0,0,0
1.0035,0.978,0.8085,1.359,0.859,1.128,0.565,0.6195,0.559,0.642,0.692,0.436,D0UGE6,13,D0UGE6|Q9VC00|C4XVK8,Tenectin isoform 1,FBgn0039257,tnc,0,0,0,0,0
0.4765,0.741,1.1825,0.237,-0.262,0.904,0.212,-0.2735,0.647,0.2,0.69,0.158,Q1LZ49,2,Q1LZ49|Q9VN30,AT27333p (Fragment),FBgn0037254,CG14651,0,0,0,0,0
0.7765,1.103,1.0475,1.085,0.584,0.835,0.712,0.1435,0.381,0.793,0.688,0.266,Q94900,4,Q94900|Q94900-4|E1JIQ1|Q94900-5|Q94900-3|Q94900-2|E1JIQ2|Q0IGX3,Glutamate-gated chloride channel,FBgn0024963,GluClalpha,1,1,0,0,0
-0.3495,-0.002,-0.2565,-0.132,-0.998,-0.477,-0.898,-1.1015,0.407,0.535,0.687,0.305,Q9W3L4,3,Q9W3L4,CG2233,FBgn0029990,CG2233,0,0,0,0,0
1.1625,1.414,1.3135,1.272,0.126,0.916,0.261,-0.0055,0.53,0.787,0.684,0.704,B7YZN0,2,B7YZN0,Syndecan,FBgn0010415,Sdc,0,1,0,0,0
0.8865,0.702,0.6925,0.889,0.379,0.88,0.284,0.3205,0.658,0.319,0.681,0.31,B7Z015,36,B7Z015|Q9VQW1|C4IXX2|G4LU27|Q8MZ57|Q9BN17|Q9VQW7|B3DN60|C0PTV3|Q961D6,"Friend of echinoid, isoform B",FBgn0051774,fred,0,0,0,0,0
0.8295,0.507,0.9585,0.543,0.236,0.938,0.254,0.2515,0.751,0.489,0.676,0.499,Q0KHN6,38,Q0KHN6|Q059E0,CG42346,FBgn0259677,CG42346,0,1,0,0,0
0.1405,0.326,0.4135,-0.041,-0.115,0.561,0.139,-0.2335,0.554,0.273,0.672,0.051,Q9VGI1,2,Q9VGI1|Q6NR50,CG17360,FBgn0037949,CG17360,0,0,0,0,0
1.0595,0.981,1.0445,1.105,0.4,0.959,0.276,0.3775,0.579,0.411,0.662,0.346,Q9V4Y0,22,Q9V4Y0|Q0E9F2|A1Z7J1|C4IXY9|A1Z9X4|Q8MRA3|Q9V787|C4IXZ2,SNS,FBgn0024189,sns,1,1,0,0,0
-0.4265,-0.262,-0.1815,-0.616,-0.43,-0.174,-0.169,-1.0985,-0.05,-0.335,0.659,-0.356,G4LU08,2,G4LU08|A9UN09|Q9VDV0|Q8IN69,MIP10313p1 (Fragment),FBgn0038725,CG6184,0,1,0,0,0
0.8465,0.115,1.0655,-0.142,-0.023,0.663,0.289,0.0585,0.38,0.057,0.656,0.21,P32865,2,P32865,G protein-coupled receptor kinase 1,FBgn0260798,Gprk1,1,1,1,0,0
1.5105,1.034,1.4255,1.081,0.609,0.933,0.462,0.1935,0.174,0.811,0.65,0.406,A7KX19,2,A7KX19|A7KX20|Q9VPQ7,Signal peptide peptidase,FBgn0031260,Spp,0,1,0,0,0
0.5725,0.337,0.5655,0.388,0.066,0.549,0.116,0.1295,0.599,-0.362,0.65,-0.118,Q9V9V6,4,Q9V9V6,Kek6,FBgn0039862,kek6,1,1,0,0,0
0.7445,0.465,0.8855,0.372,0.473,0.853,0.434,0.1625,0.342,0.446,0.642,0.142,Q9V9Y0,3,Q9V9Y0,"CG1607, isoform A",FBgn0039844,CG1607,1,1,0,0,0
0.2725,0.155,0.5375,-0.074,0.284,0.508,0.71,-0.4745,0,0.422,0.64,-0.094,Q86BR6,4,Q86BR6|B7Z0R8|C6TP88|Q9VAF9|E4NKN7|H0RNK4|B7Z0R7|Q95TJ1,"CG31033, isoform C",FBgn0039705,Atg16,0,0,0,0,0
1.1945,0.264,1.1205,0.399,0.251,0.747,0.199,0.1645,0.624,0.13,0.636,0.061,Q94887,43,Q94887|Q6NN26|Q8IQH0,Neurexin-4,FBgn0013997,Nrx-IV,1,1,0,0,0
0.7195,0.641,0.7405,0.629,0.141,0.936,0.349,0.2285,0.558,0.63,0.636,0.613,D0Z756,10,D0Z756|Q7K2X5|E1NZE3,MIP14966p,FBgn0033250,CG14762,0,0,0,0,0
0.1065,0.017,0.0535,0.032,0.034,0.982,0.012,0.1325,0.816,-0.352,0.636,0.005,Q9VJW1,3,Q9VJW1|Q8IP64,LD29171p,FBgn0028538,Sec71,1,1,0,0,0
0.8075,0.556,0.7695,0.596,0.254,0.727,0.321,0.1345,0.448,0.425,0.628,0.307,O61307-2,74,O61307-2|O61307,Isoform C of Teneurin-m,FBgn0004449,Ten-m,1,1,1,0,0
1.0345,0.837,0.9435,0.826,0.32,0.81,0.245,0.2495,0.52,0.421,0.622,0.331,Q3KN41,37,Q3KN41|Q9VCZ9|A5HBQ4|Q8SZX4,LP14275p,FBgn0038975,Nrx-1,0,1,0,0,0
0.7175,0.509,0.5985,0.708,0.276,0.676,0.126,0.1385,1.041,0.226,0.621,-0.149,B6IDV0,4,B6IDV0|Q9VB20|Q960R8|Q6NP06,LD14047p,FBgn0039528,dsd,0,1,0,0,0
1.1125,0.141,0.6605,0.516,0.227,0.613,-0.019,0.4025,0.648,0.07,0.62,0.246,Q9VCA2,3,Q9VCA2|Q95R48,Organic cation transporter protein,FBgn0019952,Orct,1,1,0,0,0
0.5235,0.639,0.7595,0.262,0.137,0.808,0.299,-0.0175,0.486,0.437,0.608,0.349,Q9VGG5,11,Q9VGG5,Cadherin-87A,FBgn0037963,Cad87A,1,1,0,0,0
-0.0005,-0.066,0.2505,-0.299,-0.236,0.381,-0.134,-0.3355,0.47,-0.259,0.602,-0.196,Q9VIF2,2,Q9VIF2,"CG9248, isoform A",FBgn0032923,CG9248,0,0,0,0,0
-0.7535,-0.895,-1.3865,-0.3,-0.063,-0.408,-0.665,-0.4085,0.211,0.08,0.597,-0.236,Q8IQ18,2,Q8IQ18|Q9U3W7,Dumpy,FBgn0053196,dpy,0,0,0,0,0
1.3235,0.782,1.2125,0.809,0.508,0.976,0.392,0.4675,0.671,0.421,0.59,0.32,Q0KI25,18,Q0KI25|Q6NNV4|Q9VCP4|Q7YU41,"CG4467, isoform B",FBgn0039064,CG4467,1,1,1,0,0
0.5305,0.361,0.5495,0.217,-0.041,0.589,0.036,-0.0225,0.497,0.162,0.59,0.011,A2RVD1,7,A2RVD1|Q8IRA6,IP05277p,FBgn0262870,axo,0,1,0,0,0
1.0265,0.622,0.9285,0.704,0.26,0.897,0.253,0.2475,0.545,0.415,0.588,0.362,Q9VAL5,20,Q9VAL5|P35832|P35832-2|P35832-4|P35832-3|E0R978|Q29QJ7,"Protein tyrosine phosphatase 99A, isoform E",FBgn0004369,Ptp99A,0,1,0,0,0
0.9965,0.682,0.9995,0.86,0.236,0.776,0.188,0.2765,0.575,0.053,0.588,0.116,P91685,9,P91685|C5WLT4,Metabotropic glutamate receptor,FBgn0019985,mGluR,1,1,0,0,0
1.0875,1.146,1.0075,0.947,0.189,0.922,0.319,0.2425,0.588,0.939,0.584,0.673,Q9VKG1,5,Q9VKG1|P91644|Q2XY26|E0R973|B5RJH9|B4YXE6|B4YXF3|B4YXE8,Kekkon-2,FBgn0015400,kek2,1,1,0,0,0
1.0585,0.566,0.9785,0.573,0.34,0.832,0.3,0.1255,0.449,0.467,0.579,0.37,Q9VR25,12,Q9VR25,CG15630,FBgn0031627,fipi,0,0,0,0,0
0.4615,0.327,0.7035,0.168,0.131,0.577,0.15,-0.0695,0.381,0.174,0.574,0.123,Q7K2B0,2,Q7K2B0,Ribosomal RNA-processing protein 8,FBgn0034422,CG7137,0,0,0,1,0
1.5065,0.698,1.7525,0.562,0.364,0.977,0.44,0.2835,0.767,0.506,0.571,0.489,Q9Y136,6,Q9Y136|Q7KML7|E4NKJ2|Q9VAS0,CG14526,FBgn0027578,CG14526,0,0,0,0,0
1.1395,0.531,0.7075,0.807,0.407,0.632,0.122,0.3265,0.596,0.345,0.569,0.306,Q5BI99,9,Q5BI99|Q29QV5|A1ZAF5|F0JAN6,RE07394p,FBgn0264273,Sema2b,0,0,0,0,0
0.6245,0.889,0.6905,0.739,-0.072,0.548,0.024,-0.0305,0.445,0.435,0.567,0.449,Q9VR44,2,Q9VR44,CG3036,FBgn0031645,CG3036,1,1,0,0,0
0.1415,0.174,0.3955,0.283,-0.017,0.391,0.022,-0.2855,0.365,0.639,0.566,0.382,Q9W4Y3,16,Q9W4Y3|E1JJC0|Q8IRV8|Q8MPN3|Q9W4Y4|A8JUV8|Q8IRV9|Q8IRV7|Q9NEF9|Q8MSR5|Q9NEG0|Q9NEG1|D5AEP5|Q9NFS9,"Terribly reduced optic lobes, isoform F",FBgn0284408,trol,0,1,0,0,0
0.3205,0.38,0.5735,0.34,-0.08,0.326,-0.232,-0.3035,0.784,0.022,0.564,0.155,Q86P36,5,Q86P36,Ptc-related,FBgn0262867,Ptr,1,1,0,0,0
0.9915,0.578,0.9665,0.74,0.535,0.967,0.485,0.4705,0.391,0.376,0.561,0.172,Q9VVY7,17,Q9VVY7|Q6NR14,CG32206,FBgn0052206,CG32206,0,1,0,0,0
1.0915,0.582,0.8285,0.908,0.589,0.816,0.328,0.4615,0.545,0.363,0.553,0.342,Q86P20,19,Q86P20|A8DYL2,RE18590p,FBgn0085399,CG34370,0,1,0,0,0
0.2455,0.498,0.1105,0.266,0.244,0.607,0.394,0.1295,0.385,0.531,0.55,0.251,Q9VKA4,2,Q9VKA4|Q9VKA4-2,Probable G-protein coupled receptor CG31760,FBgn0051760,CG31760,1,1,0,0,0
0.8355,0.78,0.8575,0.845,0.463,0.911,0.302,0.3605,0.656,0.537,0.536,0.426,P82295,19,P82295|H5V897,Prominin-like protein,FBgn0026189,prominin-like,0,1,0,0,0
0.6345,0.931,0.6085,0.806,0.048,0.751,0.299,-0.0335,0.471,0.758,0.536,0.51,Q9VDT4,2,Q9VDT4|C6TP44,CG4686,FBgn0038739,CG4686,0,1,0,0,0
0.0875,0.449,0.1885,0.331,-0.039,0.508,0.082,-0.1545,0.234,0.307,0.535,0.404,Q9V9V0,4,Q9V9V0|Q8IMG2,"CstF-50, isoform A",FBgn0039867,CstF50,0,0,0,0,0
0.4755,0.547,0.6905,0.293,-0.315,0.548,-0.069,-0.2365,0.572,0.054,0.534,0.162,Q9VHM2,2,Q9VHM2,UPF0505 protein CG8202,FBgn0037622,CG8202,0,0,0,0,0
0.7045,0.534,0.7815,0.409,0.044,0.6,0.188,-0.0415,0.44,0.341,0.531,0.297,Q9V5N8,35,Q9V5N8|Q9V5N8-2|C8VV11,Protocadherin-like wing polarity protein stan,FBgn0024836,stan,1,1,0,0,0
0.0995,0.705,0.1815,0.514,-0.229,0.385,-0.02,-0.1745,0.698,0.155,0.53,0.285,H0RN65,2,H0RN65|Q8SWZ2|Q9VRF7|Q9VRF8,MIP27349p1,FBgn0052521,CG32521,0,0,0,0,0
1.0005,0.488,1.1455,0.378,-0.172,0.744,-0.07,-0.0135,0.524,-0.715,0.527,-0.306,Q9VLM3,2,Q9VLM3|E8NH21|Q9VLM4|Q7KTI1|Q8MSR2,"CG13384, isoform C",FBgn0032036,CG13384,1,1,0,0,0
-0.3975,-0.955,-0.5225,-0.868,-0.36,0.249,-0.453,-0.1865,0.657,-0.602,0.525,-0.399,B5RJ05,2,B5RJ05|Q86BM8,FI06434p (Fragment),FBgn0053002,mRpL27,0,0,0,0,1
0.0115,-0.07,0.6215,-0.516,-0.658,0.599,-0.102,-0.3565,0.542,0.531,0.524,0.257,Q04652,3,Q04652,Ring canal kelch protein,FBgn0001301,kel,0,0,1,0,0
-0.1245,0.3,0.0725,0.15,0.537,0.192,0.764,-0.5585,-0.73,0.887,0.519,-0.241,A8DYH1,2,A8DYH1|Q8MS31,"CG34415, isoform C",FBgn0085444,mute,0,0,0,1,0
0.4185,0.184,0.2905,0.274,0.019,0.412,0.087,-0.0815,0.299,0.302,0.518,0.128,Q7K0T0,7,Q7K0T0|Q9VW83|Q9U9B0|H1ZYC5|H1ZYD2|H1ZYD3|H1ZYC9,LD36178p (Fragment),FBgn0005198,gig,0,0,1,1,0
0.8005,0.305,0.6005,0.41,0.13,0.445,0.084,0.1005,0.5,0.232,0.515,0.278,Q9VAV8,3,Q9VAV8,Beat VI,FBgn0039584,beat-VI,1,1,0,0,0
0.4705,0.399,0.7455,0.322,0.065,0.582,0.173,-0.1555,0.14,0.187,0.514,0.12,Q7JWI7,4,Q7JWI7,CG11665,FBgn0033028,CG11665,0,1,0,0,0
0.7125,0.644,0.6585,0.592,-0.077,0.739,-0.031,0.1665,0.754,0.211,0.51,0.402,Q8MYW1,2,Q8MYW1|Q9VGS3,RH04289p,FBgn0037873,SdhC,0,1,0,0,1
0.8385,0.693,1.0045,0.489,-0.065,0.862,0.132,0.1525,0.685,-0.305,0.509,-0.058,A1Z9M6,2,A1Z9M6|Q1EC07,CG8394,FBgn0033911,VGAT,0,1,0,0,0
0.5075,0.431,0.5455,0.433,0.327,0.69,0.15,0.3765,0.619,0.508,0.509,0.596,Q9VP08,9,Q9VP08,CG7166,FBgn0037107,CG7166,0,1,0,0,0
0.5635,0.449,0.4955,0.295,0.154,0.496,0.198,-0.0175,0.411,0.197,0.505,0.118,Q8IRI6,6,Q8IRI6|Q8IRI6-4,Glucose transporter type 1,FBgn0264574,Glut1,0,1,0,0,0
1.3805,1,1.2725,1.183,0.298,0.789,0.415,0.1885,0.462,0.294,0.503,0.266,Q9VL16,5,Q9VL16,CG5676,FBgn0032200,CG5676,0,1,0,0,1
1.2635,1.319,1.1595,1.338,0.36,0.577,0.333,0.2635,0.857,0.264,0.503,0.451,Q9VY33,5,Q9VY33|Q95T89|Q9VFD9,Dpr8,FBgn0052600,dpr8,1,1,0,0,0
0.9665,0.598,0.8705,0.656,0.23,0.674,0.166,0.2325,0.463,0.101,0.501,0.133,O46087,2,O46087|Q9W550|Q8SX33,EG:63B12.7 protein,FBgn0023514,CG14805,0,0,0,0,0
-0.1045,0.195,0.0445,0.039,0.177,0.662,0.295,0.0515,0.225,0.023,0.501,0.063,B5RJQ9,2,B5RJQ9|Q8WSF2|Q9W0R3|Q8IRJ0|Q86PA5|Q9NHZ3,LP01515p,FBgn0261985,Ptpmeg,0,0,0,0,0
0.6145,0.716,0.7935,0.593,-0.138,0.656,0.209,-0.1555,0.483,0.05,0.497,-0.017,A8DYN0,3,A8DYN0|Q9W1X3,"CG30190, isoform B",FBgn0261564,ReepA,0,0,0,0,0
-0.1395,-0.529,0.6485,-1.085,-0.922,0.945,-0.212,-0.2915,1.003,0.181,0.497,0.757,Q9VAG5,2,Q9VAG5|Q6NNE1|Q8T9D9,Claret,FBgn0000247,ca,0,0,0,0,0
0.1315,0.54,0.4435,0.19,-0.092,0.69,0.05,-0.1495,0.452,-0.017,0.492,0.052,Q8SWT2,3,Q8SWT2,CG9323,FBgn0032883,Rhau,0,0,1,0,0
0.6905,0.734,0.8145,0.616,0.159,0.507,0.268,-0.1285,0.313,0.439,0.491,0.358,Q9VMD5,3,Q9VMD5,"CG9526, isoform A",FBgn0031815,frj,0,1,0,0,0
-0.2175,0.219,0.3125,-0.248,-0.446,0.287,-0.055,-0.7225,0.249,0.113,0.49,0.083,Q9VQZ1,3,Q9VQZ1|Q961P5|E8NHA9|D4G7D1,"Lethal (2) k05819, isoform A",FBgn0022153,l(2)k05819,0,1,0,0,0
0.5755,0.188,0.8945,0.294,0.066,0.613,0.224,0.1165,0.404,0.138,0.484,0.103,Q9V4A7,21,Q9V4A7,Plexin-B,FBgn0025740,PlexB,1,1,0,0,0
0.5205,0.512,0.6235,0.417,0.103,0.738,0.194,0.1275,0.359,0.318,0.48,0.196,Q9VGV1,2,Q9VGV1,CG4596,FBgn0037849,CG4596,0,1,0,0,0
0.5145,0.096,0.4675,0.16,0.12,0.438,0.075,0.0105,0.478,0.056,0.48,0.018,A8JTM7,68,A8JTM7|Q95SN5|B3DNL3|B3G0Q2|B3G0Q5,"CG42611, isoform A",FBgn0261260,mgl,1,1,0,0,0
0.4665,0.438,0.4395,0.427,0.205,0.592,0.208,0.1035,0.339,0.597,0.48,0.525,Q8SY39,2,Q8SY39,CG32344,FBgn0052344,CG32344,0,0,1,0,0
0.4275,0.76,0.6535,0.497,-0.143,0.575,0.082,-0.0435,0.448,0.205,0.474,0.249,Q60GL7,2,Q60GL7,"Alpha1,3-mannose beta1,2-N-acetylglucosaminyltransferase 1",FBgn0034521,Mgat1,0,0,0,0,0
0.8655,0.872,0.6495,1.05,0.89,0.529,0.705,0.2355,-0.221,0.917,0.473,0.292,Q8T062,2,Q8T062|Q9I7I4,LD25753p,FBgn0038818,Nep4,1,1,1,0,0
-0.1015,0.215,0.2535,0.124,-0.186,0.256,-0.124,-0.1655,0.506,0.405,0.468,0.244,Q9GQN0,4,Q9GQN0,Ran-binding protein 16,FBgn0053180,Ranbp16,0,0,1,1,0
-0.4945,-0.441,-0.1305,-0.541,-0.364,0.239,-0.431,-0.1135,0.474,0.071,0.466,-0.103,A1Z6M6,3,A1Z6M6|Q6NMU5,DNA polymerase interacting tpr containing protein of 47kD,FBgn0266518,Dpit47,0,0,0,1,0
0.6465,0.398,0.7145,0.426,0.103,0.533,0.193,0.0745,0.35,0.242,0.464,0.232,Q9VYN8,70,Q9VYN8|E1JJM6|B7Z145|E1JJM3|Q8MQJ6|I6LEU4|I6LEU5|I6LEU6|I6LEU7,Teneurin-a,FBgn0267001,Ten-a,1,1,0,0,0
0.2245,0.583,0.4475,0.321,0.21,0.666,0.464,-0.0555,0.157,0.275,0.464,0.038,Q9VE46,2,Q9VE46,High-affinity choline transporter 1,FBgn0038641,CG7708,1,1,0,0,0
0.5345,0.505,0.6095,0.46,0.06,0.546,0.089,0.0625,0.555,0.425,0.463,0.325,Q9VB35,14,Q9VB35|Q967X6|B7Z0R1|E0R977|F5XVG8,"Sidestep, isoform A",FBgn0016061,side,0,1,0,0,0
0.5805,0.595,0.7515,0.386,0.083,0.489,0.285,-0.1475,0.33,0.16,0.462,-0.07,Q8IPL3,3,Q8IPL3|D3PFH0|A8E6Q7,CG34126,FBgn0083962,CG34126,0,0,0,0,0
1.0815,0.861,1.0995,0.775,0.361,0.748,0.418,0.2625,0.475,0.298,0.461,0.273,P16620,40,P16620|P16620-2|C4IXZ1,Tyrosine-protein phosphatase 69D,FBgn0014007,Ptp69D,1,1,0,0,0
0.3765,0.464,0.4585,0.344,-0.128,0.422,-0.014,-0.1545,0.391,0.172,0.459,0.174,Q9VGP3,2,Q9VGP3|Q8SXL4,CG6723,FBgn0037895,CG6723,0,1,0,0,0
0.5595,0.545,0.5815,0.462,0.112,0.584,0.329,-0.0105,0.462,0.44,0.458,0.241,Q8IR04,12,Q8IR04|Q9VX90|B7Z0Z7|B3DNM8,"CG9059, isoform A",FBgn0266354,CG45002,0,1,0,0,0
0.1965,0.25,0.3945,0.22,-0.014,0.505,0.056,-0.1215,0.222,0.13,0.457,0.078,Q9VDG5,3,Q9VDG5|Q24413|O18367,AT07459p,FBgn0013995,Calx,0,1,0,0,0
0.0845,0.962,0.6225,0.133,-0.91,0.288,-0.056,-0.7425,0.299,-0.055,0.457,0.042,Q9VK03,3,Q9VK03,"CG15639, isoform A",FBgn0264308,CG43778,0,1,0,0,0
0.2195,0.577,0.2725,0.349,-1.003,0.086,-0.468,-0.6555,0.392,0.747,0.456,0.759,O61674,2,O61674|A1Z9G5|C0PTV7|C0PTV8|C0PTV6,Faint sausage,FBgn0000633,CG17716,0,0,0,0,0
0.1425,-0.343,0.3925,-0.559,-0.259,0.357,0.024,-0.3795,0.295,0.154,0.455,0.161,Q8T4E8,2,Q8T4E8|Q9W3N0,AT01932p,FBgn0029976,snz,0,1,0,0,0
1.1705,0.544,1.0585,0.803,0.794,0.518,0.271,0.3175,0.549,0.335,0.453,0.073,Q9VWD2,2,Q9VWD2,CG14234,FBgn0031065,CG14234,0,1,0,0,0
0.9475,0.472,0.7795,0.644,0.252,0.487,0.098,0.1935,-0.031,0.319,0.45,0.284,Q9VJ11,3,Q9VJ11|Q8IA62,CG10470,FBgn0032746,CG10470,0,1,0,0,0
1.1075,0.84,1.0255,0.847,0.498,0.849,0.394,0.5005,0.581,0.254,0.449,0.215,Q9VH85,15,Q9VH85|C0PTX7,CG12950,FBgn0037736,side-VII,0,1,0,0,0
1.2185,0.833,1.2545,0.816,0.668,0.727,0.366,0.3705,0.692,0.215,0.447,0.17,Q9VH19,7,Q9VH19,Leishmanolysin-like peptidase,FBgn0086359,Invadolysin,0,1,1,0,0
1.0695,0.966,1.3745,0.714,0.393,1.041,0.556,0.1795,0.474,0.345,0.447,0.268,Q9GPP6,12,Q9GPP6|Q9VPZ7|C0PTX4,Roundabout 3,FBgn0041097,robo3,0,1,0,0,0
-0.0515,0.169,0.3195,-0.24,-0.298,0.5,0.103,-0.3515,0.352,-0.253,0.446,-0.277,Q9VH97,2,Q9VH97,CG9492,FBgn0037726,CG9492,0,0,0,0,0
0.6675,0.567,0.7325,0.516,0.061,0.785,0.282,0.0975,0.588,0.251,0.445,0.245,B6IDZ4,15,B6IDZ4|Q9VDP5|Q8T468,"CG34139, isoform D",FBgn0083975,Nlg4,1,1,0,0,0
0.3915,0.259,0.0505,0.562,0.132,0.272,-0.178,0.1345,0.404,0.196,0.443,0.228,Q9W3J1,2,Q9W3J1,Gbeta5,FBgn0030011,Gbeta5,1,1,0,0,0
0.3825,0.244,0.4805,0.132,0.031,0.443,0.132,-0.0675,0.258,0.071,0.443,0.153,Q6IDF6,4,Q6IDF6|Q9VYT4|F6J9S4|F6J9T9|F6J9U1|F6J1V5|A9YGM5|A9YGN4|A9YGM7,RE21490p,FBgn0030343,ATP7,0,1,0,0,0
0.0135,1.286,0.3545,0.996,-0.164,0.605,0.118,-0.2175,0.165,0.187,0.443,0.461,D5A7S0,2,D5A7S0|B5RIK2|Q9VGQ2|Q8INK7,MIP20553p (Fragment),FBgn0037890,CG17734,0,1,0,0,0
-0.0115,0.371,0.1835,0.349,-0.387,0.32,-0.307,-0.2885,0.542,-0.055,0.443,-0.084,Q9VW97,2,Q9VW97,Possible lysine-specific histone demethylase 1,FBgn0260397,Su(var)3-3,0,0,0,1,0
0.4275,0.413,0.4555,0.948,0.202,0.478,0.166,0.1425,0.434,0.193,0.439,0.162,P24014,7,P24014|P24014-2|E3CTP8|P24014-3|F0JAL2|E1NZD6|E1NZD5|E1NZA8|Q1EBX3,Protein slit,FBgn0264089,sli,1,1,0,0,0
0.4185,0.27,0.2225,0.347,0.232,0.539,0.236,0.0715,0.342,0.095,0.438,0.07,Q9VN12,2,Q9VN12|Q9VN12-2,Probable sodium/potassium/calcium exchanger CG1090,FBgn0037238,CG1090,1,1,0,0,0
0.1735,0.461,0.3005,0.263,0.041,0.46,0.119,-0.0815,0.191,0.174,0.438,0.071,Q9V9R3,8,Q9V9R3|O96306|Q95RI9,"Ac3, isoform A",FBgn0023416,Ac3,1,1,0,0,0
-0.0185,0.068,-0.1925,-0.062,0.044,0.312,0.026,-0.0535,0.353,0.098,0.438,0.117,A8JPC8,3,A8JPC8|E2QCZ6|A8E6Q9,"CG34347, isoform B",FBgn0085376,CG34347,0,0,0,0,0
0.4455,0.451,0.5765,0.151,-0.013,0.603,0.137,-0.1125,0.385,0.304,0.437,0.117,Q8IPI3,13,Q8IPI3|Q9VM31|Q8MQK6|Q9VM32|Q1RKR5,"Na[+]-driven anion exchanger 1, isoform C",FBgn0259111,Ndae1,1,1,0,0,0
0.3865,-0.004,0.5295,-0.178,0.115,0.218,-0.35,-0.2995,0.274,-0.003,0.437,-0.1,P11584,4,P11584,Integrin beta-PS,FBgn0004657,mys,1,1,0,0,0
0.2865,0.601,0.4405,0.406,0.087,0.593,0.306,0.0285,0.211,0.35,0.436,0.198,E1JHT6,29,E1JHT6|Q9VMV9|Q6NP20|Q7KTP4|E1JHT9|Q9VMW1|Q9VMW4|Q9VMW2|C6TP45,"Rtnl1, isoform H",FBgn0053113,Rtnl1,0,1,1,0,0
0.0495,0.294,0.3125,0.14,-0.203,0.466,-0.082,-0.1385,0.468,0.128,0.436,0.14,Q9VC19,5,Q9VC19|Q9VC20,"CG3744, isoform B",FBgn0039240,CG3744,0,0,0,0,0
1.3405,0.893,1.1615,1.131,0.303,0.68,0.27,0.4305,0.071,0.288,0.432,0.233,Q24323,7,Q24323|C0PTV9|Q24323-2|Q24323-4|Q24323-3,Semaphorin-2A,FBgn0011260,Sema2a,1,1,0,0,0
1.4615,0.775,1.3205,0.691,0.27,0.595,0.341,0.1515,0.319,0.565,0.431,0.377,Q0KI85,10,Q0KI85|A4IJ60|E1JII4|C8VV84|A2RVG3|G4LU54|A1A710,"CG34114, isoform B",FBgn0083950,side-VI,0,1,0,0,0
-0.3465,-0.319,-0.2625,-0.359,-0.475,0.208,-0.36,-0.3315,0.434,0.589,0.431,0.444,Q9VDC3,3,Q9VDC3|Q9GQM7,AP-2sigma,FBgn0043012,AP-2sigma,0,1,0,0,0
0.0715,0.45,0.1945,0.289,0.14,0.515,0.294,-0.0745,0.176,0.338,0.43,0.153,Q9VR42,2,Q9VR42,CG3008,FBgn0031643,CG3008,0,0,1,1,0
0.3895,0.029,0.4235,-0.043,-0.05,0.221,0.078,-0.1185,0.091,0.415,0.428,0.427,Q7JZ56,2,Q7JZ56,Metallo endopeptidase,FBgn0033656,S2P,0,1,0,0,0
0.0405,0.305,0.3335,0.007,-0.045,0.545,0.309,-0.0925,0.302,0.184,0.427,0.45,Q7JR83,4,Q7JR83|Q960T4,"CG11055, isoform A",FBgn0034491,Hsl,0,0,0,0,0
1.2635,1.121,1.2865,1.023,0.469,0.907,0.422,0.4565,0.423,0.281,0.423,0.303,Q6AWJ9,15,Q6AWJ9,Tyrosine-protein kinase-like otk,FBgn0004839,otk,1,1,0,0,0
0.4225,0.41,0.4875,0.235,-0.161,0.405,0.037,-0.1875,0.391,-0.116,0.421,-0.166,Q9VR33,2,Q9VR33,"CG15626, isoform A",FBgn0031635,tank,0,1,0,0,0
0.6305,0.406,0.5335,0.349,0.192,0.396,0.164,0.0795,0.423,0.314,0.42,0.318,Q9NHE9,4,Q9NHE9|A1Z9D7|Q95V09|Q6AWJ8,LDL-related protein LRP6,FBgn0000119,arr,1,1,0,0,0
0.2075,-0.066,0.4245,-0.109,-0.3,0.398,-0.282,-0.1595,0.423,0.111,0.42,0.269,Q9U779,7,Q9U779|Q961D4|Q9VXE3,Rho-kinase,FBgn0026181,Rok,0,0,1,1,0
0.6595,0.554,0.4625,0.89,0.589,0.574,0.533,0.0865,0.147,0.573,0.419,0.198,D2A6J6,3,D2A6J6|D0IQA4,CG42596,FBgn0260995,dpr21,0,0,0,0,0
